"817", "DNM 5.22", "BT turaṁ; KS nuri. B kali- kāryā for tūlikāyāṁ"
"818", "?", "KST thōkaaṁ atimaṁtrē tātparyārthēśaktē ca"
"819", "Sk pāṁśulaḥ ?", "KS chasulō kākōlē kālē ca. T. phasulō",
"820", "DNM 2.60 [kiviḍī]", "B kivaṭī, K kivvaḍī"
"821", "DNM 3.34 [chāyā]", "KS bhramarīṁdrāṇyā. for bhramarī"
"822", "DNM 8.28", "KS ḍippaṁ. KS śirasā vibhūṣaṇē ca for śirasō bhūṣaṇaviśēṣē"
"823", "DNM 4.46 [ṇallaya]", ""
"824", "Sk icchāputraḥ", "KS niyōgisutē for yōginīmunē"
"825", "DNM 6.73 [pahēṇayaṁ]", "KS pahaṇēa"
"826", "DNM 3.21", ""
"827", "DNM 3.52", "B jayaṁdaṇaṁ; K avaṁdaṇaṁ; S abadhaṇaṁ. KS agara for agura"
"828", "Sk daṁśa ?", "KS ḍiṁbā; T ḍīā",
"829", "DNM 5.52", "KS daniaṁ; T duliaṁ"
"830", "?", "S om the word"
"831", "?", "KS cippatti"
"832", "?", "KS uṁchāḍaiō; T. oḍaiō"
"833", "DNM 6.69 [paccalō]", "B pacalaṁ; KS pavanaṁ; T vaccalaṁ. K asamānē for asahanē"
"834", "DNM 8.52", "T bāhulī"
"835", "DNM 7.28", "B lubō; T lubvī"
"836", "?", "B ghaṭakuṁḍalayōḥ for kuṇḍayōḥ"
"837", "?", "KS hūki"
"838", "DNM 3.39 [chōbhāittī]", "KS chūhaiḍiā, T chubha- icchiā"
"839", "DNM 8.2", "S sari"
"840", "DNM 2.104 [gōrā]", "B Maart; T Harit for yām"
"841", "Sk bhasmātman ?", ""
"842", "DNM 6.110", "BKS gōlī. B vēdyā for cēṭyām"
"843", "DNM 2.57 [kaṇṇōllī]"
"844", "DNM 1.54", "B alliddhī;K allacchi; S allatthi"
"845", "?", "K ōmārō; S ōmālō; T ujjhārō"
"846", "DNM 1.94", "BKS ukkhō; T uppēsō. DNM apavādārthō'pyayaṁ dr̥śyatē"
